"의료기관시도별","보험급여별","수술종류별","항목","단위","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"강원","계","경피적 관상동맥확장술 및 절제술","수술건수[건]","건","107","122","134","170","224","209","173","253","309","318","326","301","313","330","288","300","303",
"강원","계","스텐트삽입술","수술인원수[명]","명","1198","1404","1504","1662","1732","1858","1859","1827","1990","1890","2075","2095","2057","2118","1911","2101","1907",
"강원","계","스텐트삽입술","수술건수[건]","건","1236","1447","1541","1699","1767","1889","1894","1869","2021","1915","2124","2141","2094","2170","1980","2174","1957",
"강원","계","관상동맥 우회수술","수술인원수[명]","명","28","18","30","38","16","23","22","31","15","33","53","55","55","83","100","121","127",
"강원","계","관상동맥 우회수술","수술건수[건]","건","28","18","30","38","16","23","22","31","15","34","53","55","56","83","100","121","127",
"강원","계","심장 카테터 삽입술","수술인원수[명]","명","30","23","31","27","27","17","13","15","8","13","15","13","10","31","16","22","15",
"강원","계","심장 카테터 삽입술","수술건수[건]","건","30","23","31","28","27","17","13","15","8","13","15","13","10","35","17","23","16",
"강원","계","정맥류 결찰 및 제거수술","수술인원수[명]","명","552","809","172","698","786","606","621","600","624","507","490","408","351","365","290","248","195",
"강원","계","정맥류 결찰 및 제거수술","수술건수[건]","건","559","814","220","698","796","612","627","605","628","510","492","409","353","367","293","249","196",
"강원","계","충수절제술","수술인원수[명]","명","3219","3410","3480","3550","3080","2749","2953","2660","2599","2586","2466","2359","2173","2369","2134","2122","1897",
"강원","계","충수절제술","수술건수[건]","건","3219","3425","3482","3551","3083","2752","2957","2665","2601","2592","2481","2376","2190","2389","2194","2238","2055",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","수술인원수[명]","명","192","158","164","207","206","198","296","341","334","356","385","439","439","378","420","467","529",
"강원","계","심박조율장치의 삽입,교체,제거 및 교정","수술건수[건]","건","200","163","167","212","209","202","303","345","344","369","400","467","468","410","465","512","583",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","수술인원수[명]","명","879","986","1005","1222","1289","1374","1523","1597","1592","1679","1861","1885","2217","2316","2268","2451","2465",
"강원","계","담낭절제술(복강경적 담낭절제술 포함)","수술건수[건]","건","879","992","1005","1222","1291","1374","1525","1600","1595","1682","1865","1890","2232","2344","2323","2538","2543",
"강원","계","내시경 및 경피적 담도수술","수술인원수[명]","명","538","434","628","810","860","850","864","891","1001","972","1063","1160","1211","1226","1242","1749","1659",
"강원","계","내시경 및 경피적 담도수술","수술건수[건]","건","571","488","685","972","1003","1008","1105","1121","1236","1151","1267","1407","1520","1592","1638","2316","2406",
"강원","계","서혜 및 대퇴 허니아 수술","수술인원수[명]","명","866","873","916","898","881","831","864","861","822","852","789","860","761","777","732","789","730",
"강원","계","서혜 및 대퇴 허니아 수술","수술건수[건]","건","877","886","924","909","890","843","875","874","833","868","802","878","770","794","745","807","758",
"강원","계","경요도 전립선 절제술","수술인원수[명]","명","181","157","178","195","192","209","200","178","262","323","353","297","249","231","191","196","213",
"강원","계","경요도 전립선 절제술","수술건수[건]","건","181","157","178","195","194","211","201","179","264","325","354","297","253","236","191","199","224",
"강원","계","전립선 절제술","수술인원수[명]","명","30","52","51","52","63","69","87","87","53","60","45","65","50","72","73","51","27",
"강원","계","전립선 절제술","수술건수[건]","건","30","52","51","53","63","69","87","87","53","60","45","65","50","73","76","51","29",
"강원","계","자궁절제술","수술인원수[명]","명","2346","2434","2369","2188","1630","1006","889","1035","941","948","1077","948","940","964","859","901","816",
"강원","계","자궁절제술","수술건수[건]","건","2350","2450","2378","2195","1632","1006","890","1035","941","949","1078","951","945","967","862","906","833",
"강원","계","제왕절개수술","수술인원수[명]","명","4272","4986","4667","4305","4451","4319","4572","4301","4266","4503","4452","4226","4115","4198","4327","4353","4589",
"강원","계","제왕절개수술","수술건수[건]","건","4273","4992","4669","4309","4454","4322","4578","4307","4269","4507","4455","4234","4117","4201","4338","4373","4639",
"강원","계","고관절 치환술","수술인원수[명]","명","263","259","270","224","233","215","188","203","666","714","707","688","772","739","736","708","775",
"강원","계","고관절 치환술","수술건수[건]","건","269","268","273","233","238","223","199","212","697","739","738","714","821","816","822","789","889",
"강원","계","슬관절 치환술","수술인원수[명]","명","565","546","643","780","945","922","1058","1092","1082","1232","1549","1583","1622","1830","1673","1679","1799",
"강원","계","슬관절 치환술","수술건수[건]","건","603","571","668","806","966","944","1081","1181","1180","1332","1638","1711","1753","1974","1803","1803","2007",
"강원","계","유방 부분 절제술","수술인원수[명]","명","137","168","207","55","430","429","339","360","382","374","494","472","560","542","548","647","633",
"강원","계","유방 부분 절제술","수술건수[건]","건","137","169","211","57","434","433","346","366","392","384","508","480","575","570","582","675","659",
"강원","계","유방 전 절제술","수술인원수[명]","명","450","462","494","545","169","159","205","254","245","276","180","251","154","157","115","122","154",
"강원","계","유방 전 절제술","수술건수[건]","건","459","468","502","557","173","162","208","254","249","277","183","253","154","160","115","125","157",
"강원","계","뇌기저부 수술","수술인원수[명]","명","0","0","1","0","1","0","1","","1","","-","-","4","-","","-","3",
"강원","계","뇌기저부 수술","수술건수[건]","건","0","0","1","0","1","0","1","","1","","-","-","4","-","-","-","3",
"강원","계","뇌종양 수술","수술인원수[명]","명","40","46","51","78","90","56","56","59","61","75","47","48","36","50","47","54","88",
"강원","계","뇌종양 수술","수술건수[건]","건","42","49","51","80","91","58","56","59","63","75","48","51","37","53","53","59","96",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","328","312","276","330","301","325","363","346","339","311","318","320","345","319","345","360","336",
"강원","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","328","319","277","336","301","327","363","346","341","311","318","320","346","322","354","366","345",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","27","49","46","70","79","68","99","120","105","138","159","133","155","129","127","131","113",
"강원","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","27","50","46","70","80","68","99","122","106","138","160","133","155","134","127","134","117",
"강원","계","간색전술","수술인원수[명]","명","396","421","431","504","472","540","570","456","422","477","441","484","469","551","581","625","598",
"강원","계","간색전술","수술건수[건]","건","522","556","546","626","604","672","701","564","522","617","560","587","565","647","727","741","689",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","264","319","399","467","469","488","541","525","430","331","292","382","400","372","367","424","413",
"강원","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","275","324","407","479","477","496","551","532","436","340","294","393","411","380","374","432","419",
"강원","계","선천성 심장기형 수술","수술인원수[명]","명","56","42","54","70","51","207","56","44","28","","","","","","","","",
"강원","계","선천성 심장기형 수술","수술건수[건]","건","57","43","54","71","51","213","56","44","28","","","","","","","","",
"강원","계","심장수술(관상동맥 우회수술 제외)","수술인원수[명]","명","","","","","","","","","","49","73","66","80","103","165","182","175",
"강원","계","심장수술(관상동맥 우회수술 제외)","수술건수[건]","건","","","","","","","","","","49","73","66","80","105","167","183","179",
"강원","계","순열 및 구개열 수술","수술인원수[명]","명","0","0","4","6","5","6","6","5","4","2","1","3","-","1","3","2","3",
"강원","계","순열 및 구개열 수술","수술건수[건]","건","0","0","4","6","6","6","6","5","4","2","1","3","-","1","3","4","3",
"강원","계","치핵 수술","수술인원수[명]","명","6169","5904","6216","5896","5319","4879","5150","4964","4661","4392","4221","4078","3837","3844","3759","3439","3526",
"강원","계","치핵 수술","수술건수[건]","건","6388","6133","6445","6081","5417","4915","5187","5006","4693","4415","4243","4135","3886","3897","3796","3482","3584",
