"의료기관시도별","환자거주지역별","수술종류별","항목","단위","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"충북","계","유방 부분 절제술","수술건수[건]","건","261","270","249","273","284","265","367","393","374","415","425",
"충북","계","유방 부분 절제술","입원일수[일]","일","1074","964","955","931","566","830","1366","1403","1287","1490","1527",
"충북","계","유방 부분 절제술","진료비[천원]","천원","285997","269439","310982","375497","298853","383802","783414","941908","997645","1205209","1383008",
"충북","계","유방 전 절제술","수술인원수[명]","명","126","121","88","124","128","114","87","181","219","186","177",
"충북","계","유방 전 절제술","수술건수[건]","건","126","128","90","124","131","118","87","182","220","189","179",
"충북","계","유방 전 절제술","입원일수[일]","일","1415","1061","719","1199","1062","1059","815","1047","979","852","723",
"충북","계","유방 전 절제술","진료비[천원]","천원","349402","273559","257860","461513","431951","429145","380677","597876","629218","589253","539648",
"충북","계","뇌기저부 수술","수술인원수[명]","명","0","1","","6","2","2","-","-","2","1","1",
"충북","계","뇌기저부 수술","수술건수[건]","건","0","1","","6","2","2","-","-","2","1","1",
"충북","계","뇌기저부 수술","입원일수[일]","일","0","14","","135","30","44","-","-","42","28","14",
"충북","계","뇌기저부 수술","진료비[천원]","천원","0","5880","","74712","27121","34006","-","-","54240","38294","16637",
"충북","계","뇌종양 수술","수술인원수[명]","명","36","40","58","58","60","47","39","41","40","54","44",
"충북","계","뇌종양 수술","수술건수[건]","건","36","41","59","58","61","47","40","43","40","54","44",
"충북","계","뇌종양 수술","입원일수[일]","일","672","736","1182","1052","1219","728","1060","682","735","824","643",
"충북","계","뇌종양 수술","진료비[천원]","천원","266459","340070","547292","625660","716556","527279","655340","589605","718468","787508","643844",
"충북","계","위 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","278","250","260","226","242","221","222","213","225","206","194",
"충북","계","위 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","278","251","267","228","245","228","223","213","225","206","199",
"충북","계","위 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","4334","3486","4163","3254","3666","3410","3308","3033","3689","2768","2794",
"충북","계","위 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","1604787","1440573","1795689","1701660","1954883","2097578","2446952","2395439","3215358","2661969","2643742",
"충북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","58","62","57","66","51","61","61","66","63","61","28",
"충북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","수술건수[건]","건","58","62","57","68","51","61","62","66","63","61","28",
"충북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","입원일수[일]","일","1357","1332","949","1485","980","1317","1178","1434","1328","1080","574",
"충북","계","간 부분 절제술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","518059","613011","607684","701724","510563","689911","748925","954129","948519","838008","429719",
"충북","계","간색전술","수술인원수[명]","명","226","221","232","257","304","305","338","397","415","420","452",
"충북","계","간색전술","수술건수[건]","건","269","266","280","308","347","343","387","461","497","490","521",
"충북","계","간색전술","입원일수[일]","일","2756","2514","2671","2828","3213","3806","4439","5051","5349","5570","6610",
"충북","계","간색전술","진료비[천원]","천원","1415727","1386363","1553841","1885366","2517400","3163782","4649448","5610998","5890574","6684961","7880576",
"충북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술인원수[명]","명","560","558","345","315","345","317","304","306","292","304","244",
"충북","계","갑상선 수술(기타 질환에 의한 수술 포함)","수술건수[건]","건","564","569","350","324","354","318","308","310","295","308","248",
"충북","계","갑상선 수술(기타 질환에 의한 수술 포함)","입원일수[일]","일","3418","3175","2005","1683","1865","1658","1592","1585","1687","1762","1319",
"충북","계","갑상선 수술(기타 질환에 의한 수술 포함)","진료비[천원]","천원","989853","919242","655413","670384","734758","722485","773108","858014","903157","944527","866410",
"충북","계","선천성 심장기형 수술","수술인원수[명]","명","30","22","15","","","","","","","","",
"충북","계","선천성 심장기형 수술","수술건수[건]","건","31","22","16","","","","","","","","",
"충북","계","선천성 심장기형 수술","입원일수[일]","일","892","660","396","","","","","","","","",
"충북","계","선천성 심장기형 수술","진료비[천원]","천원","703612","557519","355260","","","","","","","","",
"충북","계","심장수술(관상동맥우회수술 제외)","수술인원수[명]","명","","","","21","24","16","10","14","20","37","37",
"충북","계","심장수술(관상동맥우회수술 제외)","수술건수[건]","건","","","","21","24","16","10","14","21","37","37",
"충북","계","심장수술(관상동맥우회수술 제외)","입원일수[일]","일","","","","412","352","250","161","295","352","643","707",
"충북","계","심장수술(관상동맥우회수술 제외)","진료비[천원]","천원","","","","432791","584625","545099","307193","486035","586219","1104446","1463310",
"충북","계","순열 및 구개열 수술","수술인원수[명]","명","6","5","7","3","7","2","2","1","1","-","2",
"충북","계","순열 및 구개열 수술","수술건수[건]","건","6","5","7","3","7","2","2","1","2","-","4",
"충북","계","순열 및 구개열 수술","입원일수[일]","일","34","38","37","16","35","11","14","9","16","-","21",
"충북","계","순열 및 구개열 수술","진료비[천원]","천원","6184","7044","9294","4729","10307","3687","5644","3470","3762","-","8040",
"충북","계","치핵 수술","수술인원수[명]","명","7375","7437","6800","6353","5786","5537","4891","4916","5194","4702","4588",
"충북","계","치핵 수술","수술건수[건]","건","7419","7483","6825","6377","5806","5567","4914","4951","5227","4734","4617",
"충북","계","치핵 수술","입원일수[일]","일","23629","22361","19938","18015","16090","14813","12916","12701","11777","9887","8855",
"충북","계","치핵 수술","진료비[천원]","천원","6211073","6523024","6198220","5968005","5514371","5411366","5060379","5514019","5889943","5464224","5299776",
"충북","계","내시경하 척추수술","수술인원수[명]","명","4","3","14","5","18","128","444","857","664","759","680",
"충북","계","내시경하 척추수술","수술건수[건]","건","4","3","14","5","19","128","455","875","684","788","767",
"충북","계","내시경하 척추수술","입원일수[일]","일","22","14","184","42","256","1220","3502","5648","4152","4679","4119",
"충북","계","내시경하 척추수술","진료비[천원]","천원","3676","3045","22352","4799","47747","165556","604886","1180590","996746","1014888","1139422",
"충북","계","일반 척추수술","수술인원수[명]","명","3387","3296","3662","3793","3394","3195","3150","3519","3766","3661","4081",
"충북","계","일반 척추수술","수술건수[건]","건","3508","3438","3816","3935","3539","3313","3282","3724","3990","4004","4537",
"충북","계","일반 척추수술","입원일수[일]","일","50773","49216","56812","58654","56051","51611","50942","56646","55127","50546","50567",
"충북","계","일반 척추수술","진료비[천원]","천원","9444800","9028897","10965230","11898441","11709583","10984271","11985733","15614757","17551780","16430724","17927910",
"충북","계","내시경하 부비동 수술","수술인원수[명]","명","1628","1711","1852","1928","1967","1773","1670","1457","752","740","837",
"충북","계","내시경하 부비동 수술","수술건수[건]","건","1796","1888","2052","2002","2051","1878","1818","1544","839","824","921",
"충북","계","내시경하 부비동 수술","입원일수[일]","일","4772","4637","4467","4754","4941","4641","3846","3062","1547","1672","1814",
"충북","계","내시경하 부비동 수술","진료비[천원]","천원","1437485","1536426","1571427","1830929","1992453","1986429","2005784","1909549","1198025","1337816","1523645",
"충북","계","일반 부비동 수술","수술인원수[명]","명","237","196","106","133","36","113","101","55","47","13","20",
"충북","계","일반 부비동 수술","수술건수[건]","건","304","257","133","147","37","116","105","55","48","13","22",
"충북","계","일반 부비동 수술","입원일수[일]","일","793","569","370","537","218","809","620","218","259","56","76",
"충북","계","일반 부비동 수술","진료비[천원]","천원","195329","148265","91569","155859","49970","163927","147590","101749","175315","33095","50550",
"충북","계","줄기세포이식술","수술인원수[명]","명","","","","","","","","","","","-",
"충북","계","줄기세포이식술","수술건수[건]","건","","","","","","","","","","","-",
"충북","계","줄기세포이식술","입원일수[일]","일","","","","","","","","","","","-",
"충북","계","줄기세포이식술","진료비[천원]","천원","","","","","","","","","","","-",
