"Gender","Blood Type","Donation Source","Category","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men","Type AB","Total","Donation Count[Unit]","Unit","811","720","664","743","803","891","866","836","944","1091","1044","1084","964","991","919","806","1111","944","980",
"Men","Type AB","Total","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0",".1","0",".1","-","-","-","-",".1",".1","0",
"Men","Type AB","Korean Red Cross","Donation Count[Unit]","Unit","795","716","663","733","773","855","832","798","902","1049","1003","1024","895","910","842","757","1062","887","918",
"Men","Type AB","Korean Red Cross","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0",".1","0",".1","-","-","-","-",".1",".1","0",
"Men","Type AB","Central Seoul","Donation Count[Unit]","Unit","69","65","50","61","65","89","","","","","","","","112","62","58","102","74","86",
"Men","Type AB","Central Seoul","Composition Rate[%]","%","0","0","0","0","0",".1","","","","","","","",".1","-","-",".1","0",".1",
"Men","Type AB","Western Seoul","Donation Count[Unit]","Unit","76","56","75","63","78","39","102","93","111","122","87","119","90","","","","","","",
"Men","Type AB","Western Seoul","Composition Rate[%]","%",".1","0",".1","0",".1",".1",".1","0",".1",".1","0",".1","-","","","","","","",
"Men","Type AB","Southern Seoul","Donation Count[Unit]","Unit","76","67","44","66","68","67","82","100","82","99","80","108","113","124","110","84","117","73","71",
"Men","Type AB","Southern Seoul","Composition Rate[%]","%",".1","0","0","0","0","0",".1",".1","0",".1","0",".1",".1",".1",".1",".1",".1",".1","0",
"Men","Type AB","Eastern Seoul","Donation Count[Unit]","Unit","60","62","70","52","55","60","69","60","72","85","74","95","77","80","66","51","61","62","71",
"Men","Type AB","Eastern Seoul","Composition Rate[%]","%","0","0",".1","0","0","0","0","0","0","0","0","-","-","-","-","-","0","0","0",
"Men","Type AB","Busan","Donation Count[Unit]","Unit","80","77","60","67","74","93","72","87","67","96","108","88","49","55","80","58","87","77","119",
"Men","Type AB","Busan","Composition Rate[%]","%","0","0","0","0","0",".1","0",".1","0",".1",".1",".1","-","-",".1","-",".1",".1",".1",
"Men","Type AB","Daegu/Gyeongbook","Donation Count[Unit]","Unit","87","70","56","55","68","83","62","63","67","85","116","108","100","72","78","51","63","55","91",
"Men","Type AB","Daegu/Gyeongbook","Composition Rate[%]","%",".1",".1","0","0","0",".1","0","0","0","0",".1",".1",".1","-","-","-","0","0",".1",
"Men","Type AB","Incheon","Donation Count[Unit]","Unit","23","32","28","25","39","55","64","57","65","64","60","54","44","55","38","65","78","60","65",
"Men","Type AB","Incheon","Composition Rate[%]","%","0","0","0","0","0",".1",".1","0",".1",".1","0","-","-","-","-",".1",".1",".1",".1",
"Men","Type AB","Ulsan","Donation Count[Unit]","Unit","21","18","17","23","30","30","32","28","38","46","47","27","27","36","32","25","35","36","47",
"Men","Type AB","Ulsan","Composition Rate[%]","%","0","0","0","0",".1",".1",".1","0",".1",".1",".1","-","-",".1","-","-",".1",".1",".1",
"Men","Type AB","Gyeonggi","Donation Count[Unit]","Unit","61","53","35","39","44","64","63","61","83","76","64","97","79","89","49","84","127","78","69",
"Men","Type AB","Gyeonggi","Composition Rate[%]","%",".1","0","0","0","0",".1","0","0",".1",".1","0",".1","-",".1","-","-",".1","0","0",
"Men","Type AB","Gangwon","Donation Count[Unit]","Unit","23","25","20","30","25","36","33","32","51","59","61","45","57","49","51","39","49","48","40",
"Men","Type AB","Gangwon","Composition Rate[%]","%","0","0","0","0","0",".1","0","0",".1",".1",".1","-","-","-","-","-","0","0","0",
"Men","Type AB","Chungbook","Donation Count[Unit]","Unit","24","33","45","44","24","18","20","30","43","41","32","25","16","17","21","23","43","53","25",
"Men","Type AB","Chungbook","Composition Rate[%]","%","0",".1",".1",".1","0","0","0","0",".1",".1","0","-","-","-","-","-",".1",".1","0",
"Men","Type AB","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","52","36","47","40","49","72","72","63","68","73","82","77","78","68","68","78","102","115","88",
"Men","Type AB","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-",".1",".1",".1",
"Men","Type AB","Jeonbook","Donation Count[Unit]","Unit","19","14","20","49","44","36","40","23","36","36","44","38","35","41","43","28","38","18","19",
"Men","Type AB","Jeonbook","Composition Rate[%]","%","0","0","0",".1","0","0","0","0","0","0","0","-","-","-",".1","-","0","0","0",
"Men","Type AB","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","71","45","42","49","38","59","57","44","62","66","59","71","72","69","91","65","91","79","71",
"Men","Type AB","Gwangju/Jeonnaam","Composition Rate[%]","%",".1","0","0","0","0","0","0","0","0","0","0",".1","-","-",".1",".1",".1",".1",".1",
"Men","Type AB","Gyeongnaam","Donation Count[Unit]","Unit","48","58","44","58","58","50","58","54","44","93","73","62","47","40","42","40","59","47","39",
"Men","Type AB","Gyeongnaam","Composition Rate[%]","%",".1",".1",".1",".1",".1",".1",".1",".1","0",".1",".1",".1","-","-","-","-",".1",".1","0",
"Men","Type AB","Jeju","Donation Count[Unit]","Unit","5","5","10","12","14","4","6","3","13","8","16","10","11","3","11","8","10","12","17",
"Men","Type AB","Jeju","Composition Rate[%]","%","0","0","0",".1",".1","0","0","0",".1","0",".1","-","-","-","-","-","0","0",".1",
"Men","Type AB","Korean Red Cross 외","Donation Count[Unit]","Unit","16","4","1","10","30","36","34","38","42","42","41","60","69","81","77","49","49","57","62",
"Men","Type AB","Korean Red Cross 외","Composition Rate[%]","%","0","0","0","0","0","0","0","0","0","0","0","-","-",".1",".1","-","0","0","0",
"Women","Total","Total","Donation Count[Unit]","Unit","442723","510504","495483","606000","690440","766279","792044","816920","878626","916056","917507","799404","796429","776358","754526","694957","709306","772823","767399",
"Women","Total","Korean Red Cross","Donation Count[Unit]","Unit","434111","502328","482813","587806","662788","717029","731259","751905","798880","837370","842410","719073","725958","708838","704669","642092","654823","709881","696187",
"Women","Total","Central Seoul","Donation Count[Unit]","Unit","40782","47575","50360","60732","60599","78859","","","","","","","","71096","68119","64192","61162","68355","68768",
"Women","Total","Western Seoul","Donation Count[Unit]","Unit","19722","24503","37319","43179","50528","24475","92521","91199","92775","99850","100627","80306","75510","","","","","","",
"Women","Total","Southern Seoul","Donation Count[Unit]","Unit","30891","38322","36529","43844","53767","58292","57592","62745","63071","59367","58621","57825","61416","56594","54414","45978","43517","48969","49037",
"Women","Total","Eastern Seoul","Donation Count[Unit]","Unit","36855","49576","54876","63708","71512","86866","93827","94974","97210","102248","92175","77583","78459","77858","73657","60598","62920","71618","75082",
"Women","Total","Busan","Donation Count[Unit]","Unit","50090","52283","41898","52858","56614","65975","66157","66477","74522","78802","79468","61778","63448","67004","63778","59235","59275","65959","63300",
"Women","Total","Daegu/Gyeongbook","Donation Count[Unit]","Unit","47449","49122","40158","55716","63851","66702","69332","74781","78744","85359","82543","68471","68196","69446","65191","57087","66175","66187","62272",
"Women","Total","Incheon","Donation Count[Unit]","Unit","38759","34148","30994","35109","40885","51417","59622","58985","60781","61351","59436","48475","47753","46516","46390","45691","46915","50726","49440",
"Women","Total","Ulsan","Donation Count[Unit]","Unit","16922","17206","12792","15253","16571","19237","19173","21211","20917","21264","23655","21606","20361","20705","23038","18858","19707","22936","25511",
"Women","Total","Gyeonggi","Donation Count[Unit]","Unit","20946","26794","26298","31428","42429","47664","50123","47425","50703","54239","59474","50675","51083","47519","52235","54709","57134","57867","55839",
"Women","Total","Gangwon","Donation Count[Unit]","Unit","7614","8899","9032","11605","15453","17238","19882","22311","25342","28175","33563","27657","27597","26626","26198","23337","24180","26472","26819",
"Women","Total","Chungbook","Donation Count[Unit]","Unit","16599","17221","14446","17847","20646","21188","19536","21781","23174","25597","26052","22582","23655","22300","23988","19810","20749","22590","21840",
"Women","Total","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","20682","30190","31118","40440","43131","42894","44613","53959","60488","61273","68531","65134","67634","69643","72279","67185","66548","71999","66210",
"Women","Total","Jeonbook","Donation Count[Unit]","Unit","25456","29805","22431","25998","29680","30368","34581","35581","35567","35562","34065","28422","27027","26092","27575","26418","26629","27728","27377",
"Women","Total","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","42300","55610","52155","63098","64214","68115","69433","63766","71687","78340","79720","68884","72599","65575","64923","55654","57700","64633","60125",
"Women","Total","Gyeongnaam","Donation Count[Unit]","Unit","12338","15060","16392","17648","21008","23988","22358","25371","31093","31691","29489","27588","29130","31819","31562","30684","29643","31082","29996",
"Women","Total","Jeju","Donation Count[Unit]","Unit","6706","6014","6015","9343","11900","13751","12509","11339","12806","14252","14991","12087","12090","10045","11322","12656","12569","12760","14571",
"Women","Total","Korean Red Cross 외","Donation Count[Unit]","Unit","8612","8176","12670","18194","27652","49250","60785","65015","79746","78686","75097","80331","70471","67520","49857","52865","54483","62942","71212",
"Women","RH(+)","Total","Donation Count[Unit]","Unit","440727","508136","493365","603391","687666","763029","788692","813439","874758","911865","913441","795949","792894","772809","751051","691602","705648","769203","763928",
"Women","RH(+)","Total","Composition Rate[%]","%","99.5","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.5","99.5",
"Women","RH(+)","Korean Red Cross","Donation Count[Unit]","Unit","432144","500007","480724","585263","660122","713986","728146","748725","795366","833541","838639","715942","722714","705612","701428","638996","651412","706531","693019",
"Women","RH(+)","Korean Red Cross","Composition Rate[%]","%","99.5","99.5","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.5","99.5",
"Women","RH(+)","Central Seoul","Donation Count[Unit]","Unit","40595","47360","50129","60449","60331","78471","","","","","","","","70711","67736","63826","60800","68018","68413",
"Women","RH(+)","Central Seoul","Composition Rate[%]","%","99.5","99.5","99.5","99.5","99.6","99.5","","","","","","","","99.5","99.4","99.4","99.4","99.5","99.5",
"Women","RH(+)","Western Seoul","Donation Count[Unit]","Unit","19646","24387","37185","42990","50336","24374","92076","90782","92297","99369","100192","79947","75155","","","","","","",
"Women","RH(+)","Western Seoul","Composition Rate[%]","%","99.6","99.5","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.6","99.6","99.5","","","","","","",
"Women","RH(+)","Southern Seoul","Donation Count[Unit]","Unit","30726","38126","36354","43649","53560","58023","57348","62507","62800","59046","58347","57580","61114","56295","54189","45773","43288","48711","48819",
"Women","RH(+)","Southern Seoul","Composition Rate[%]","%","99.5","99.5","99.5","99.6","99.6","99.5","99.6","99.6","99.6","99.5","99.5","99.6","99.5","99.5","99.6","99.6","99.5","99.5","99.6",
"Women","RH(+)","Eastern Seoul","Donation Count[Unit]","Unit","36697","49403","54664","63456","71252","86545","93438","94610","96789","101802","91772","77226","78072","77500","73251","60297","62563","71281","74737",
"Women","RH(+)","Eastern Seoul","Composition Rate[%]","%","99.6","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.4","99.5","99.4","99.5","99.5",
"Women","RH(+)","Busan","Donation Count[Unit]","Unit","49848","52038","41702","52591","56336","65639","65835","66170","74191","78401","79032","61494","63136","66720","63507","58930","58992","65645","63063",
"Women","RH(+)","Busan","Composition Rate[%]","%","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.6","99.5","99.5","99.5","99.5","99.6","99.6","99.5","99.5","99.5","99.6",
"Women","RH(+)","Daegu/Gyeongbook","Donation Count[Unit]","Unit","47247","48909","39963","55441","63586","66448","69025","74439","78414","85003","82240","68180","67901","69089","64857","56801","65783","65831","61965",
"Women","RH(+)","Daegu/Gyeongbook","Composition Rate[%]","%","99.6","99.6","99.5","99.5","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.4","99.5","99.5",
"Women","RH(+)","Incheon","Donation Count[Unit]","Unit","38593","33969","30849","34969","40693","51204","59375","58753","60505","61061","59177","48265","47550","46334","46194","45480","46679","50504","49260",
"Women","RH(+)","Incheon","Composition Rate[%]","%","99.6","99.5","99.5","99.6","99.5","99.6","99.6","99.6","99.5","99.5","99.6","99.6","99.6","99.6","99.6","99.5","99.5","99.6","99.6",
"Women","RH(+)","Ulsan","Donation Count[Unit]","Unit","16852","17099","12737","15180","16499","19138","19084","21112","20820","21150","23538","21525","20273","20632","22949","18771","19615","22825","25349",
"Women","RH(+)","Ulsan","Composition Rate[%]","%","99.6","99.4","99.6","99.5","99.6","99.5","99.5","99.5","99.5","99.5","99.5","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.4",
"Women","RH(+)","Gyeonggi","Donation Count[Unit]","Unit","20824","26684","26198","31270","42266","47470","49897","47184","50423","53969","59199","50439","50848","47287","51984","54430","56801","57591","55552",
"Women","RH(+)","Gyeonggi","Composition Rate[%]","%","99.4","99.6","99.6","99.5","99.6","99.6","99.5","99.5","99.4","99.5","99.5","99.5","99.5","99.5","99.5","99.5","99.4","99.5","99.5",
"Women","RH(+)","Gangwon","Donation Count[Unit]","Unit","7586","8846","9003","11570","15400","17164","19811","22234","25245","28071","33428","27551","27491","26534","26081","23239","24051","26345","26670",
"Women","RH(+)","Gangwon","Composition Rate[%]","%","99.6","99.4","99.7","99.7","99.7","99.6","99.6","99.7","99.6","99.6","99.6","99.6","99.6","99.7","99.6","99.6","99.5","99.5","99.4",
"Women","RH(+)","Chungbook","Donation Count[Unit]","Unit","16518","17121","14383","17757","20551","21082","19458","21655","23055","25470","25913","22484","23553","22190","23895","19711","20645","22491","21741",
"Women","RH(+)","Chungbook","Composition Rate[%]","%","99.5","99.4","99.6","99.5","99.5","99.5","99.6","99.4","99.5","99.5","99.5","99.6","99.6","99.5","99.6","99.5","99.5","99.6","99.5",
"Women","RH(+)","Daejeon/Sejong/Chungnaam","Donation Count[Unit]","Unit","20571","30029","30972","40300","42990","42704","44419","53717","60229","60979","68186","64819","67343","69308","71933","66846","66232","71657","65913",
"Women","RH(+)","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","99.5","99.5","99.5","99.7","99.7","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.6","99.5","99.5","99.5","99.5","99.5","99.6",
"Women","RH(+)","Jeonbook","Donation Count[Unit]","Unit","25361","29689","22335","25887","29550","30264","34451","35457","35465","35438","33925","28316","26931","26011","27477","26310","26513","27630","27263",
"Women","RH(+)","Jeonbook","Composition Rate[%]","%","99.6","99.6","99.6","99.6","99.6","99.7","99.6","99.7","99.7","99.7","99.6","99.6","99.6","99.7","99.6","99.6","99.6","99.6","99.6",
"Women","RH(+)","Gwangju/Jeonnaam","Donation Count[Unit]","Unit","42134","55364","51930","62882","63984","67875","69194","63563","71421","78022","79376","68598","72305","65340","64688","55428","57461","64370","59899",
"Women","RH(+)","Gwangju/Jeonnaam","Composition Rate[%]","%","99.6","99.6","99.6","99.7","99.6","99.6","99.7","99.7","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6","99.6",
"Women","RH(+)","Gyeongnaam","Donation Count[Unit]","Unit","12266","14993","16323","17558","20931","23886","22278","25254","30969","31567","29366","27474","28978","31651","31404","30529","29461","30911","29834",
"Women","RH(+)","Gyeongnaam","Composition Rate[%]","%","99.4","99.6","99.6","99.5","99.6","99.6","99.6","99.5","99.6","99.6","99.6","99.6","99.5","99.5","99.5","99.5","99.4","99.4","99.5",
"Women","RH(+)","Jeju","Donation Count[Unit]","Unit","6680","5990","5997","9314","11857","13699","12457","11288","12743","14193","14948","12044","12064","10010","11283","12625","12528","12721","14541",
"Women","RH(+)","Jeju","Composition Rate[%]","%","99.6","99.6","99.7","99.7","99.6","99.6","99.6","99.6","99.5","99.6","99.7","99.6","99.8","99.7","99.7","99.8","99.7","99.7","99.8",
